-0.067639,-0.14737,X_0001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,unidentified,Yersinia
-0.17308,0.026841,X_0003,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,unidentified,Chitinophagaceae
-0.040599,-0.0054691,X_0006,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.081249,-0.00067307,X_0007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,unidentified,Pandoraea
-0.068598,0.012305,X_0008,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.20374,0.17487,X_0009,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,unidentified,Serratia
-0.03126,-0.012476,X_0011,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
0.048327,-0.20489,X_0012,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,unidentified,Chromobacterium
-0.11849,-0.0040477,X_0013,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
-0.020248,0.031144,X_0014,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,unidentified,Mangrovibacter
-0.12012,0.010002,X_0016,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
-0.011886,0.20758,X_0017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unidentified,Cedecea
-0.035249,0.0040437,X_0018,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unidentified,Achromobacter
0.062039,-0.17218,X_0019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.002506,-0.015863,X_0020,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
0.011242,-0.049912,X_0021,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,unidentified,Mangrovibacter
0.12774,0.047276,X_0022,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,Novosphingobium
0.15908,-0.059058,X_0023,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taihuense,taihuense
-0.073828,-0.10112,X_0025,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unidentified,Cupriavidus
-0.063758,0.040793,X_0026,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
0.11657,0.084976,X_0027,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
-0.023588,0.00057904,X_0030,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,unidentified,Dysgonomonas
-0.027327,-0.0020181,X_0032,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Propionispira,unidentified,Propionispira
-0.023191,0.036707,X_0035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
-0.015658,-0.029761,X_0036,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
-0.018979,-0.075418,X_0039,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
0.0049015,0.18969,X_0041,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.0050371,-0.019766,X_0042,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,unidentified,Acetobacteraceae
-0.038393,-0.013085,X_0043,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,unidentified,Luteibacter
-0.062558,0.002154,X_0044,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
-0.055879,0.008612,X_0045,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,jinjuensis,jinjuensis
-0.036409,0.052921,X_0049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,unidentified,Telmatospirillum
-0.019209,-0.14192,X_0052,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Nitrospirillum,unidentified,Nitrospirillum
0.0239,-0.024068,X_0053,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.011547,0.03311,X_0055,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Terriglobus,roseus,roseus
0.083261,0.091147,X_0057,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,unidentified,Dyella
-0.12241,-0.044202,X_0058,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
-0.024442,-0.0032792,X_0059,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.088543,0.18694,X_0060,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,oryzae,oryzae
-0.0091502,-0.034722,X_0061,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Incertae Sedis,unidentified,Incertae Sedis
-0.04869,-0.14272,X_0062,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
-0.11322,-0.066547,X_0063,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,rosa,rosa
-0.025607,0.069376,X_0064,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,unidentified,Pedobacter
0.15439,0.15768,X_0065,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
-0.06912,-0.029404,X_0068,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Silvimonas,unidentified,Silvimonas
-0.061288,0.039826,X_0071,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
0.017111,-0.076707,X_0073,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,unidentified,Dyella
-0.02966,0.0083155,X_0077,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.04484,0.0016074,X_0079,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unidentified,Sphingomonas
0.13457,0.16235,X_0080,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
0.015381,-0.15852,X_0081,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
0.20676,0.0044379,X_0084,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,unidentified,Pelosinus
-0.097165,-0.072079,X_0085,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,mallensis,mallensis
-0.057644,-0.032431,X_0088,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,unidentified,Massilia
0.054253,0.22301,X_0091,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,unidentified,Pedobacter
-0.074953,0.0089541,X_0093,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unidentified,Achromobacter
-0.029381,-0.049131,X_0094,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
-0.069297,-0.0044307,X_0098,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,unidentified,Duganella
0.080716,0.0071644,X_0103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
-0.077389,-0.14124,X_0104,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,unidentified,unidentified,Sporomusaceae
0.15115,0.042471,X_0105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
0.107,-0.14153,X_0108,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,unidentified,Caulobacter
-0.030156,0.02239,X_0110,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
0.022173,0.16085,X_0113,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,unidentified,Granulicella
-0.039843,-0.21394,X_0116,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,unidentified,Pseudoflavitalea
-0.079111,0.009933,X_0123,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,unidentified,Chryseobacterium
-0.042254,0.070148,X_0124,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
0.0082617,-0.11113,X_0126,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,unidentified,Edaphobaculum
0.12259,-0.13964,X_0131,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,unidentified,Rhodovastum
0.020265,0.16247,X_0132,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Terracidiphilus,unidentified,Terracidiphilus
-0.02739,-0.10484,X_0134,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,acidiphilum,acidiphilum
0.18305,0.02911,X_0136,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,unidentified,Chitinophaga
-0.074875,0.00054259,X_0137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,unidentified,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
-0.027234,0.0068078,X_0140,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,unidentified,Dyella
0.17472,-0.01009,X_0142,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,unidentified,Puia
-0.061448,-0.047428,X_0144,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia,unidentified,Hephaestia
