-0.086247,-0.073012,X_0002,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified,Aeromonas
-0.16758,-0.17911,X_0003,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,unidentified,Chitinophagaceae
-0.11493,-0.088409,X_0005,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,unidentified,Stenotrophomonas
0.15573,0.082256,X_0011,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
-0.057349,-0.028666,X_0013,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.13557,0.17471,X_0014,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,unidentified,Mangrovibacter
-0.026238,0.13064,X_0016,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
0.17652,-0.069625,X_0019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
0.12341,-0.038521,X_0020,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
-0.070128,-0.078733,X_0021,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,unidentified,Mangrovibacter
0.23953,0.12545,X_0022,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,Novosphingobium
0.17825,0.067464,X_0024,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unidentified,Herbaspirillum
-0.060777,-0.051977,X_0032,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Propionispira,unidentified,Propionispira
-0.1803,-0.12312,X_0033,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.039904,0.13336,X_0035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
-0.045019,-0.042737,X_0036,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
-0.042582,0.16637,X_0038,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,unidentified,Salmonella
0.074888,-0.047098,X_0039,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
-0.06028,-0.083012,X_0042,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,unidentified,Acetobacteraceae
-0.090624,-0.090946,X_0044,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
-0.10425,-0.0089044,X_0045,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,jinjuensis,jinjuensis
-0.01285,0.14156,X_0046,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 11,unidentified,Clostridium sensu stricto 11
0.2233,0.053727,X_0048,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Pseudogulbenkiania,unidentified,Pseudogulbenkiania
-0.085376,-0.099823,X_0049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,unidentified,Telmatospirillum
